タイトル / Title,著者・作成者 / Creator,別表記タイトル / Other Title,種別 / Type,言語 / Langage,年月日 / Date,NCID,雑誌名 / Journal,巻 / Volume,号 / Number,"ページ数, 冊数 / Pages, Volumes",大きさ / Size,専攻 / Department,注記 / Note,請求記号 / Call Number,所蔵図書室 / Holding Library,タグ / Tag,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,IIIFマニフェストURI,# of media
[参考文献],,,手稿|manuscript,日本語|Japanese,,,,,,1枚,21.2×13.7cm(二つ折り後),,鉛筆書き,38-5,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),18a634ac-fc07-4b0a-bd2a-51681f60cde5,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/18a634ac-fc07-4b0a-bd2a-51681f60cde5,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/ae405cbc27a46d6b4050f6f5c27d7d6460056301.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72720,,https://curation.library.t.u-tokyo.ac.jp/iiif/18a634ac-fc07-4b0a-bd2a-51681f60cde5/manifest,1
[後陽成天皇から明治天皇までの船に関する年表],,,手稿|manuscript,日本語|Japanese,,,,,,2枚,21.2×13.7cm(二つ折り後),,万年筆書き,38-6,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),91619b90-94d9-45e8-8399-baee68b0d7fe,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/91619b90-94d9-45e8-8399-baee68b0d7fe,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/113c5355805525e1829a8bcc14f90b1f67379d01.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72721,,https://curation.library.t.u-tokyo.ac.jp/iiif/91619b90-94d9-45e8-8399-baee68b0d7fe/manifest,2
Asu no Nissyoku,田中舘 愛橘|Tanakadate Aikitu (Aikitsu),明日の日食,印刷小冊子|pamphlet,日本語|Japanese,昭和11(1936)年6月18日,,,,,p238-245,21.1×14.7cm,,論文抜き刷り|ローマ字表記による日本語|本文タイトル下「Nyomanbetu Kari-Hosokyoku」の記載あり,39,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),23555ced-4af6-44a4-81d9-96f1c3a24168,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/23555ced-4af6-44a4-81d9-96f1c3a24168,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/feab1cc79083ec10fac5a77c954bbaf2b65b3217.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72722,,https://curation.library.t.u-tokyo.ac.jp/iiif/23555ced-4af6-44a4-81d9-96f1c3a24168/manifest,7
[昭和十六年十月三日学士院會館科學史編纂委員會メモ],,,メモ|memorandum,日本語|Japanese,,,,,,6枚,17.8×12.3cm,,鉛筆書き|裏面を上にして挟まれていた|10枚(内白紙4枚),40,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),f5ddedac-6a14-44bc-99b0-ff1f99ca33b7,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/f5ddedac-6a14-44bc-99b0-ff1f99ca33b7,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/d0ac6aa7c5db1e55188f8c2a31ea06a790865a22.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72723,,https://curation.library.t.u-tokyo.ac.jp/iiif/f5ddedac-6a14-44bc-99b0-ff1f99ca33b7/manifest,6
十六年十月三日総長ヨリ,,,メモ|memorandum,日本語|Japanese,,,,,,1枚,19.2×11.8cm,,鉛筆書き|裏面を上にして挟まれていた,41,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),dae85025-7751-41f7-845f-875ed66740b3,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/dae85025-7751-41f7-845f-875ed66740b3,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/ba2a109e682d1daedd4a0d7d844e01bcea869a47.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72724,,https://curation.library.t.u-tokyo.ac.jp/iiif/dae85025-7751-41f7-845f-875ed66740b3/manifest,1
16.12.10,,,メモ|memorandum,日本語|Japanese,昭和16(1941)年12月10日,,,,,2枚,17.8×12.3cm,,鉛筆書き,42,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),3e6213a9-6413-47ac-9c62-80ea5b94a5ae,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/3e6213a9-6413-47ac-9c62-80ea5b94a5ae,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/aca636f36c5cd4b9bbeed464d9bd90e343b9fb73.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72725,,https://curation.library.t.u-tokyo.ac.jp/iiif/3e6213a9-6413-47ac-9c62-80ea5b94a5ae/manifest,2
日本薬物史(要項改正),,,文書|document,日本語|Japanese,,,,,,1枚,25.7×18cm(二つ折り後),,件名の下に「16.12.10」の鉛筆書きメモあり,43,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),08aa97a3-9675-4e36-9f11-fbb3d7b65b74,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/08aa97a3-9675-4e36-9f11-fbb3d7b65b74,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/9ce3327023ac65679f2a467cfe066d35d3b862c9.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72726,,https://curation.library.t.u-tokyo.ac.jp/iiif/08aa97a3-9675-4e36-9f11-fbb3d7b65b74/manifest,1
[山本武蔵教授宛昭和16年12月10日日本科學史編纂第四回委員會への出席依頼],平賀 譲|Hiraga Yuzuru,,文書|document,日本語|Japanese,昭和16(1941)年11月22日,,,,,1枚,25.7×17.9cm,,裏面を上にして挟まれていた|甲第五一一號,44,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),873bce0a-34f8-422f-a8b6-5c271efad1dc,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/873bce0a-34f8-422f-a8b6-5c271efad1dc,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/19113771b3376c3bab91ff8d453856d36748a1f8.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72727,,https://curation.library.t.u-tokyo.ac.jp/iiif/873bce0a-34f8-422f-a8b6-5c271efad1dc/manifest,1
「日本科學史」編纂要目,,,文書|document,日本語|Japanese,,,,,,3枚,25.6×18cm(二つ折り後),,表紙左下に「昭和十六年六月十三日」の鉛筆書きメモあり|ステープラー留,45,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),9988b681-c0f5-46f3-a3b0-de67d876ba4f,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/9988b681-c0f5-46f3-a3b0-de67d876ba4f,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/c39f640928da3cf30e3f483ae15a7556c1a3fcea.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72728,,https://curation.library.t.u-tokyo.ac.jp/iiif/9988b681-c0f5-46f3-a3b0-de67d876ba4f/manifest,4
日本薬物史(要項改正),,,文書|document,日本語|Japanese,,,,,,1枚,25.7×18cm(二つ折り後),,43と同じもの,46,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),90b5bf89-27ad-451d-824b-03b26e6223f4,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/90b5bf89-27ad-451d-824b-03b26e6223f4,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/8ac6dc5a8c8f3c24f8a4bd12d89d2fedcae17caf.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72729,,https://curation.library.t.u-tokyo.ac.jp/iiif/90b5bf89-27ad-451d-824b-03b26e6223f4/manifest,1
海 新年號,,,雑誌|Journal,日本語|Japanese,昭和17(1942)年1月1日,AN00291465,海 / 大阪商船株式會社,第十二巻,第一號通巻第百廿四號,p[1]-28,21.1×14.8cm,,,47,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),d68ddef3-d273-4fa8-991c-0cee3185229e,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/d68ddef3-d273-4fa8-991c-0cee3185229e,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/72730,,,0
執筆要項編纂関係,,,メモ|memorandum,日本語|Japanese,,,,,,1枚,24.4×16.8cm,,赤鉛筆で紙の中央に記載、仕切りとして挟み込み?,48,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),5adf9056-22c5-4cd2-9ca0-827897d98c91,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/5adf9056-22c5-4cd2-9ca0-827897d98c91,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/146b7ad38791b644f31fefeed955e6c6943ab6de.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72731,,https://curation.library.t.u-tokyo.ac.jp/iiif/5adf9056-22c5-4cd2-9ca0-827897d98c91/manifest,1
東京帝國大學學術大覧(假稱)工學部執筆要綱,,,文書|document,日本語|Japanese,,,,,,1枚,20.9×23.2cm,,赤付箋付「之一枚シカ残ツテ居リマセンデシタ 御覧ニナツラタオ返シ願ヒマス 平松」,49-1,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),a221d440-6dbf-4bf3-b703-7964be25d8e1,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/a221d440-6dbf-4bf3-b703-7964be25d8e1,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/b7a82d6051036ac1ffd58c670cac527b6fe11246.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72732,,https://curation.library.t.u-tokyo.ac.jp/iiif/a221d440-6dbf-4bf3-b703-7964be25d8e1/manifest,1
東京帝國大學學術大觀(假稱)執筆に關する注意事項(横書の分),,,文書|document,日本語|Japanese,,,,,,1枚,36×25.7cm,,"頭を右に横に折りたたんで49-1,49-3とクリップ留",49-2,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),f98a0990-b5b4-4127-bb6d-17641ac18ac5,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/f98a0990-b5b4-4127-bb6d-17641ac18ac5,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/352ff5f36d4ddf20f46b2e44b2b64e1428e3081f.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72733,,https://curation.library.t.u-tokyo.ac.jp/iiif/f98a0990-b5b4-4127-bb6d-17641ac18ac5/manifest,1
東京帝國大學學術大觀(假稱)ノ件,,,文書|document,日本語|Japanese,,,,,,1枚,36×25.7cm,,"頭を右に横に折りたたんで49-1,49-2とクリップ留",49-3,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),06f15fb0-d92f-41e8-b276-c764cce106b8,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/06f15fb0-d92f-41e8-b276-c764cce106b8,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/683b474083a1da44e41e7ec44ed255927743c494.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72734,,https://curation.library.t.u-tokyo.ac.jp/iiif/06f15fb0-d92f-41e8-b276-c764cce106b8/manifest,1
拝啓来る七月三十一日の本院會員編纂委員會に於て左記の件に就き各部門より御意見の提出被下度候,帝國學士院日本科學史編纂委員,,文書|document,日本語|Japanese,昭和16(1941)年7月15日,,,,,2枚,25.5×18cm(二つ折り後),,一枚目に赤鉛筆で「執筆要綱ニ関スル件」と記載あり(印刷文字に被っている)|一枚目・二枚目とも鉛筆による加筆修正あり|50-57までステープラー留,50,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),6aa7c166-dfe0-4232-8afe-04537c628e75,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/6aa7c166-dfe0-4232-8afe-04537c628e75,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/bbb1f196782b1554b368c0c86f86dfe4f5e7f8f6.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72735,,https://curation.library.t.u-tokyo.ac.jp/iiif/6aa7c166-dfe0-4232-8afe-04537c628e75/manifest,1
[執筆要綱トス],,,メモ|memorandum,日本語|Japanese,,,,,,1枚,17.8×12.3cm,,50の一枚目と二枚目の間に綴じられている|鉛筆書き,51,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),15b81ff9-e56a-4921-b764-edfd11f02025,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/15b81ff9-e56a-4921-b764-edfd11f02025,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/0f21229aebe54ca70208520edbdb6d17cb0aba50.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72736,,https://curation.library.t.u-tokyo.ac.jp/iiif/15b81ff9-e56a-4921-b764-edfd11f02025/manifest,2
[山本武蔵教授宛昭和16年12月15日(月)日本科學史原稿作成に関する小委員會出席依頼],中村 清二|柴田 桂太|Nakamura Seiji|Shibata Keita,,文書|document,日本語|Japanese,昭和16(1941)年12月13日,,,,,1枚,25.5×18cm,,甲第五六八號,52,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),473a5cef-7555-4af2-ab1e-878fdb10c0c1,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/473a5cef-7555-4af2-ab1e-878fdb10c0c1,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/e661b25c657549e4a34f5e12279cc1d0f0fb9324.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72737,,https://curation.library.t.u-tokyo.ac.jp/iiif/473a5cef-7555-4af2-ab1e-878fdb10c0c1/manifest,1
[科學史執筆要項確認依頼],科學史執筆要綱小委員會,,文書|document,日本語|Japanese,昭和16(1941)年12月18日,,,,,1枚,25.2×18cm,,左に鉛筆書きで「一ページ約六〇〇字 一冊約五〇〇ページ」とメモあり,53,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),89840f79-2993-43f7-8ece-a1e3daf6ea72,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/89840f79-2993-43f7-8ece-a1e3daf6ea72,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/df527b3fec23fdb3baa5512f3d757d8a7c02a889.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72738,,https://curation.library.t.u-tokyo.ac.jp/iiif/89840f79-2993-43f7-8ece-a1e3daf6ea72/manifest,1
科學史執筆要綱,,,文書|document,日本語|Japanese,,,,,,4枚、片面1枚,25.8×18cm(二つ折り後),,一枚目に赤鉛筆で「十七年一月六日附受取」と記載あり,54,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),f59a60f5-22ff-4d92-9068-4872e857c316,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/f59a60f5-22ff-4d92-9068-4872e857c316,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/b8a830cb2f2d66f87a67c82045a5a3bd52ed3d40.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72739,,https://curation.library.t.u-tokyo.ac.jp/iiif/f59a60f5-22ff-4d92-9068-4872e857c316/manifest,5
正誤表,,,文書|document,日本語|Japanese,,,,,,1枚,25.7×18cm,,54の正誤表,55,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),db33b977-990c-4881-a7fd-d42a78d6b9fd,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/db33b977-990c-4881-a7fd-d42a78d6b9fd,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/26de104b1372a1ba6f58234760f1cce815ab5b90.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72740,,https://curation.library.t.u-tokyo.ac.jp/iiif/db33b977-990c-4881-a7fd-d42a78d6b9fd/manifest,1
[日本科學史執筆要項確認依頼],帝國學士院事務所,,文書|document,日本語|Japanese,昭和17(1942)年1月31日,,,,,1枚,26.1×18cm,,,56,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),7e76c315-1e61-4224-ba6b-6a4a456ce3c0,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/7e76c315-1e61-4224-ba6b-6a4a456ce3c0,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/66167dc5c09a73c6c02bac35b94116ece6b7057b.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72741,,https://curation.library.t.u-tokyo.ac.jp/iiif/7e76c315-1e61-4224-ba6b-6a4a456ce3c0/manifest,1
日本科學史執筆要綱(昭和十七年一月二十三日委員總會にて),,,文書|document,日本語|Japanese,昭和17(1942)年1月23日,,,,,12丁,25.7×18cm,,,57,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),acd34f0e-23b8-45b3-ad1b-3f5eeb517ac8,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/acd34f0e-23b8-45b3-ad1b-3f5eeb517ac8,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/b9d9676d27f57200b1a7a4e6963065e059822639.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72742,,https://curation.library.t.u-tokyo.ac.jp/iiif/acd34f0e-23b8-45b3-ad1b-3f5eeb517ac8/manifest,13
収支明細表,,,メモ|memorandum,日本語|Japanese,,,,,,1枚,20.7×15.5cm,,昭和17年3月12日、5月18日の預入金額とそこから支出した費目の記録,58,工3号館図書室|Engineering Bldg. 3 Library,山本 武蔵|Yamamoto Takezo|明治前日本科学史|Meiji-mae Nippon Kagaku-shi (Pre-modern Japanese History of Science and Technology),a07fe66a-d26b-4ad5-97f8-4f8870cda521,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/a07fe66a-d26b-4ad5-97f8-4f8870cda521,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/7112cebb549129ba07b956fc4f59a5e0bbbde908.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/72743,,https://curation.library.t.u-tokyo.ac.jp/iiif/a07fe66a-d26b-4ad5-97f8-4f8870cda521/manifest,2
